DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
4731660,1,2,1,08,1,1,344.58363001,08,2018,10,201810,80,1,4,3,2,,,9,2,,2,,,,,2
4731661,1,1,1,08,1,1,926.90587633,08,2018,10,201810,80,1,3,9,2,,,12,2,,1,200000,,,,2
4731661,1,2,1,08,1,1,926.90587633,08,2018,10,201810,80,2,,,,1,3,9,2,,2,,,,,2
4731662,1,1,1,08,1,1,701.59832038,08,2018,10,201810,80,1,4,4,2,,,8,3,,2,,,,,3
4731662,1,2,1,08,1,1,701.59832038,08,2018,10,201810,80,1,4,3,2,,,9,2,,2,,,,,2
4731663,1,4,1,08,1,1,322.75916283,08,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731663,1,5,1,08,1,1,322.75916283,08,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731664,1,1,1,08,1,1,318.45261281,08,2018,10,201810,80,1,4,3,2,,,9,2,,2,,,,,2
4731665,1,3,1,08,1,1,385.95864576,08,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731665,1,4,1,08,1,1,385.95864576,08,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731665,1,5,1,08,1,1,385.95864576,08,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731665,1,6,1,08,1,1,385.95864576,08,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731665,1,7,1,08,1,1,385.95864576,08,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731666,1,3,1,08,1,1,317.96613629,08,2018,10,201810,80,1,4,3,2,,,9,2,,2,,,,,2
4731667,1,1,1,08,1,1,625.0017255,08,2018,10,201810,80,1,4,5,2,,,10,3,,2,,,,,3
4731667,1,2,1,08,1,1,625.0017255,08,2018,10,201810,80,2,,,,2,,,2,,2,,2,,781242,2
4731667,1,5,1,08,1,1,625.0017255,08,2018,10,201810,80,1,1,8,2,,,2,1,,2,,2,,2000000,2
4731667,1,6,1,08,1,1,625.0017255,08,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731668,1,1,1,11,1,1,3954.8142972,11,2018,10,201810,80,1,4,3,2,,,9,2,,2,,,,,2
4731669,1,2,1,11,1,1,2913.6856014,11,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731671,1,2,1,11,1,1,2913.6856014,11,2018,10,201810,80,1,2,4,2,,,4,2,,2,,,,,2
4731672,1,1,1,13,1,1,790.66259749,13,2018,10,201810,80,1,3,5,2,,,10,3,,2,,,,,3
4731675,1,1,1,13,1,1,161.57129782,13,2018,10,201810,80,1,4,5,2,,,10,3,,2,,,,,3
4731675,1,4,1,13,1,1,161.57129782,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731676,1,2,1,13,1,1,161.57129782,13,2018,10,201810,80,1,4,3,2,,,9,2,,2,,,,,2
4731676,1,3,1,13,1,1,161.57129782,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731676,1,4,1,13,1,1,161.57129782,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731676,1,6,1,13,1,1,161.57129782,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731677,1,1,1,13,1,1,366.05783622,13,2018,10,201810,80,1,4,4,2,,,4,2,,2,,,,,2
4731677,1,2,1,13,1,1,366.05783622,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731679,1,1,1,13,1,1,657.92790232,13,2018,10,201810,80,1,4,3,2,,,4,1,,2,,,,,2
4731680,1,2,1,13,1,1,175.42045966,13,2018,10,201810,80,1,4,3,2,,,9,2,,2,,,,,2
